species,analysis_node,filtered_total_count,filtered_microRNA_score,filtered_no_hits,unfiltered_total_count,unfiltered_microRNA_score,filtered_out_families
Phlogophorameticulosa,Lepidoptera,48,71.64,"Mir-12, Mir-219, Mir-242, Mir-3049, Mir-375",62,92.54,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-22, Mir-2765, Mir-306, Mir-71, Mir-932, Mir-957, Mir-965, Mir-970, Mir-988, Mir-999"
Phlogophorameticulosa,Lepidoptera,48,71.64,"Mir-12, Mir-219, Mir-242, Mir-3049, Mir-375, Mir-957",61,91.04,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-22, Mir-2765, Mir-306, Mir-36, Mir-932, Mir-965, Mir-970, Mir-988, Mir-999"
Phlogophorameticulosa,Lepidoptera,48,71.64,"Mir-12, Mir-219, Mir-242, Mir-3049, Mir-375, Mir-957",61,91.04,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-22, Mir-2765, Mir-306, Mir-36, Mir-932, Mir-965, Mir-970, Mir-988, Mir-999"
Phocavitulina,Laurasiatheria,180,82.95,"Mir-1329, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-4057, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-71, Mir-7147, Mir-7180, Mir-725, Mir-726, Mir-727, Mir-76",191,88.02,"Mir-1379, Mir-1416, Mir-2114, Mir-337, Mir-448, Mir-598, Mir-672, Mir-675, Mir-722, Mir-737, Mir-769"
Phocoenasinus,Laurasiatheria,173,79.72,"Mir-1397, Mir-1416, Mir-1662, Mir-1805, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-337, Mir-4057, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-675, Mir-71, Mir-7147, Mir-726, Mir-727, Mir-737, Mir-76",190,87.56,"Mir-1301, Mir-1307, Mir-1329, Mir-1379, Mir-1788, Mir-1842, Mir-187, Mir-1911, Mir-339, Mir-345, Mir-350, Mir-592, Mir-653, Mir-672, Mir-722, Mir-725, Mir-744"
Pholisgunnellus,Clupeocephala,97,85.09,"Mir-1329, Mir-2001, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4057, Mir-4541, Mir-76, Mir-875",102,89.47,"Mir-147, Mir-191, Mir-451, Mir-71, Mir-729"
Phosphugaatrata,Endopterygota,45,70.31,"Mir-1993, Mir-2001, Mir-242, Mir-306, Mir-315, Mir-316, Mir-375",57,89.06,"Bantam, Mir-12, Mir-14, Mir-153, Mir-219, Mir-275, Mir-2765, Mir-278, Mir-3049, Mir-965, Mir-970, Mir-989"
Phosphugaatrata,Endopterygota,48,75.0,"Mir-1993, Mir-2001, Mir-242, Mir-278, Mir-306",59,92.19,"Mir-12, Mir-14, Mir-153, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-3049, Mir-965, Mir-970, Mir-989"
Phragmatobiafuliginosa,Lepidoptera,48,71.64,"Mir-12, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-988, Mir-999",58,86.57,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-2765, Mir-932, Mir-970"
Phragmatobiafuliginosa,Lepidoptera,48,71.64,"Mir-12, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-988, Mir-999",57,85.07,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-22, Mir-2765, Mir-932, Mir-970"
Phyllostomusdiscolor,Laurasiatheria,144,66.36,"Mir-1329, Mir-134, Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-1805, Mir-188, Mir-2184, Mir-2188, Mir-224, Mir-242, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-296, Mir-2970, Mir-315, Mir-3613, Mir-374, Mir-4057, Mir-452, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-489, Mir-491, Mir-653, Mir-675, Mir-71, Mir-7147, Mir-7180, Mir-722, Mir-725, Mir-726, Mir-76, Mir-9851",178,82.03,"Mir-1271, Mir-1298, Mir-1343, Mir-1379, Mir-147, Mir-1842, Mir-1911, Mir-197, Mir-2001, Mir-2114, Mir-2355, Mir-2387, Mir-335, Mir-337, Mir-339, Mir-350, Mir-361, Mir-370, Mir-384, Mir-425, Mir-448, Mir-504, Mir-541, Mir-592, Mir-652, Mir-6529, Mir-671, Mir-6715, Mir-672, Mir-676, Mir-727, Mir-737, Mir-769, Mir-877"
Phyllostomusdiscolor,Laurasiatheria,144,66.36,"Mir-1329, Mir-134, Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-1805, Mir-188, Mir-2184, Mir-2188, Mir-224, Mir-242, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-296, Mir-2970, Mir-315, Mir-3613, Mir-374, Mir-4057, Mir-452, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-489, Mir-491, Mir-653, Mir-675, Mir-71, Mir-7147, Mir-7180, Mir-722, Mir-725, Mir-726, Mir-76, Mir-9851",178,82.03,"Mir-1271, Mir-1298, Mir-1343, Mir-1379, Mir-147, Mir-1842, Mir-1911, Mir-197, Mir-2001, Mir-2114, Mir-2355, Mir-2387, Mir-335, Mir-337, Mir-339, Mir-350, Mir-361, Mir-370, Mir-384, Mir-425, Mir-448, Mir-504, Mir-541, Mir-592, Mir-652, Mir-6529, Mir-671, Mir-6715, Mir-672, Mir-676, Mir-727, Mir-737, Mir-769, Mir-877"
Phyllotretastriolata,Endopterygota,46,71.88,"Mir-153, Mir-1993, Mir-2001, Mir-242, Mir-278, Mir-306, Mir-36",57,89.06,"Mir-14, Mir-22, Mir-275, Mir-2796, Mir-3049, Mir-316, Mir-375, Mir-750, Mir-965, Mir-970, Mir-989"
Phytomelanocephala,Diptera,41,61.19,"Mir-153, Mir-190, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-34, Mir-36, Mir-71, Mir-750",56,83.58,"Mir-1, Mir-1175, Mir-14, Mir-193, Mir-2001, Mir-29, Mir-3, Mir-306, Mir-932, Mir-957, Mir-965, Mir-970, Mir-971, Mir-988, Mir-999"
Phytomelanocephala,Diptera,44,65.67,"Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750",59,88.06,"Mir-1175, Mir-14, Mir-153, Mir-193, Mir-2001, Mir-29, Mir-3, Mir-306, Mir-932, Mir-957, Mir-965, Mir-970, Mir-971, Mir-988, Mir-999"
Pierisbrassicae,Lepidoptera,43,64.18,"Mir-12, Mir-14, Mir-153, Mir-184, Mir-190, Mir-219, Mir-242, Mir-252, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-71, Mir-957, Mir-988, Mir-999",51,76.12,"Mir-1000, Mir-1993, Mir-22, Mir-2765, Mir-306, Mir-929, Mir-932, Mir-970"
Pierisbrassicae,Lepidoptera,47,70.15,"Mir-12, Mir-153, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-999",57,85.07,"Mir-1000, Mir-14, Mir-1993, Mir-22, Mir-2765, Mir-306, Mir-929, Mir-932, Mir-970, Mir-988"
Pierisnapi,Lepidoptera,47,70.15,"Mir-12, Mir-153, Mir-1993, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-957, Mir-988",57,85.07,"Mir-1000, Mir-14, Mir-22, Mir-2765, Mir-306, Mir-375, Mir-929, Mir-932, Mir-970, Mir-999"
Pierisnapi,Lepidoptera,47,70.15,"Mir-12, Mir-153, Mir-1993, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-957, Mir-988",57,85.07,"Mir-1000, Mir-14, Mir-22, Mir-2765, Mir-306, Mir-375, Mir-929, Mir-932, Mir-970, Mir-999"
Pierisnapi,Lepidoptera,45,67.16,"Mir-12, Mir-153, Mir-190, Mir-1993, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-957, Mir-988",57,85.07,"Mir-1000, Mir-14, Mir-184, Mir-22, Mir-2765, Mir-306, Mir-375, Mir-71, Mir-929, Mir-932, Mir-970, Mir-999"
Pierisnapi,Lepidoptera,47,70.15,"Mir-12, Mir-219, Mir-242, Mir-3049, Mir-36, Mir-957, Mir-988, Mir-999",59,88.06,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-22, Mir-2765, Mir-306, Mir-315, Mir-375, Mir-929, Mir-932, Mir-970"
Pierisnapi,Lepidoptera,47,70.15,"Mir-12, Mir-219, Mir-242, Mir-3049, Mir-36, Mir-957, Mir-988, Mir-999",59,88.06,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-22, Mir-2765, Mir-306, Mir-315, Mir-375, Mir-929, Mir-932, Mir-970"
Pierisrapae,Lepidoptera,43,64.18,"Mir-12, Mir-14, Mir-153, Mir-184, Mir-190, Mir-1993, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-957, Mir-988, Mir-999",53,79.1,"Mir-1000, Mir-22, Mir-2765, Mir-306, Mir-375, Mir-71, Mir-929, Mir-932, Mir-970, Mir-989"
Pierisrapae,Lepidoptera,47,70.15,"Mir-12, Mir-153, Mir-1993, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-957, Mir-988, Mir-999",57,85.07,"Mir-1000, Mir-14, Mir-219, Mir-2765, Mir-306, Mir-375, Mir-929, Mir-932, Mir-970, Mir-989"
Piprafilicauda,Neognathae,106,82.81,"Mir-150, Mir-2001, Mir-208, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-4057, Mir-459, Mir-71, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",112,87.5,"Mir-1559, Mir-1781, Mir-2131, Mir-4541, Mir-722, Mir-737"
Platycheirusalbimanus,Diptera,51,76.12,"Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-750",60,89.55,"Mir-153, Mir-275, Mir-71, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999"
Platycheirusalbimanus,Diptera,51,76.12,"Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750",58,86.57,"Mir-275, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999"
Platycheirusalbimanus,Diptera,51,76.12,"Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750",58,86.57,"Mir-275, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999"
Plebejusargus,Lepidoptera,47,70.15,"Mir-12, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-999",61,91.04,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-219, Mir-22, Mir-242, Mir-275, Mir-2765, Mir-2796, Mir-932, Mir-957, Mir-970, Mir-988"
Plebejusargus,Lepidoptera,47,70.15,"Mir-12, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-999",61,91.04,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-219, Mir-22, Mir-242, Mir-275, Mir-2765, Mir-2796, Mir-932, Mir-957, Mir-970, Mir-988"
Plebejusargus,Lepidoptera,46,68.66,"Mir-12, Mir-3049, Mir-36, Mir-375, Mir-999",62,92.54,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-210, Mir-219, Mir-22, Mir-242, Mir-275, Mir-2765, Mir-2796, Mir-315, Mir-932, Mir-957, Mir-970, Mir-988"
Plectropomusleopardus,Clupeocephala,97,85.09,"Mir-1329, Mir-2001, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-4541, Mir-489, Mir-76, Mir-875",103,90.35,"Mir-122, Mir-147, Mir-32, Mir-4057, Mir-71, Mir-729"
Plutellaxylostella,Lepidoptera,47,70.15,"Mir-12, Mir-1993, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-999",60,89.55,"Mir-1000, Mir-14, Mir-153, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-306, Mir-36, Mir-932, Mir-957, Mir-970, Mir-988"
Plutellaxylostella,Lepidoptera,47,70.15,"Mir-153, Mir-1993, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-999",59,88.06,"Mir-1000, Mir-12, Mir-14, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-306, Mir-932, Mir-957, Mir-970, Mir-988"
Pocilloporadamicornis,Cnidaria,1,33.33,,3,100.0,"Mir-2022, Mir-2030"
Podabrusalpinus,Endopterygota,48,75.0,"Mir-153, Mir-1993, Mir-210, Mir-242, Mir-278, Mir-3049, Mir-306, Mir-36",56,87.5,"Mir-2001, Mir-2765, Mir-2796, Mir-281, Mir-316, Mir-929, Mir-970, Mir-989"
Podabrusalpinus,Endopterygota,49,76.56,"Mir-153, Mir-1993, Mir-242, Mir-278, Mir-3049, Mir-306, Mir-36",57,89.06,"Mir-2001, Mir-2765, Mir-2796, Mir-281, Mir-316, Mir-929, Mir-970, Mir-989"
Poecileatricapillus,Neognathae,101,78.91,"Mir-129, Mir-1451, Mir-150, Mir-2001, Mir-208, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-4057, Mir-4541, Mir-459, Mir-71, Mir-7147, Mir-722, Mir-726, Mir-727, Mir-737, Mir-76",108,84.38,"Mir-1397, Mir-1467, Mir-203, Mir-2131, Mir-599, Mir-725, Mir-875"
Poeciliaformosa,Clupeocephala,95,83.33,"Mir-1329, Mir-2001, Mir-242, Mir-278, Mir-281, Mir-315, Mir-4057, Mir-459, Mir-71, Mir-7147",104,91.23,"Mir-147, Mir-32, Mir-4541, Mir-551, Mir-7132, Mir-728, Mir-729, Mir-76, Mir-875"
Pogonomyrmexbarbatus,Endopterygota,40,62.5,"Mir-153, Mir-22, Mir-242, Mir-3049, Mir-36, Mir-8, Mir-970, Mir-971",56,87.5,"Mir-1000, Mir-1175, Mir-14, Mir-1993, Mir-2001, Mir-2765, Mir-2796, Mir-29, Mir-3, Mir-306, Mir-316, Mir-375, Mir-929, Mir-932, Mir-965, Mir-989"
Polistescanadensis,Endopterygota,40,62.5,"Mir-153, Mir-193, Mir-1993, Mir-22, Mir-3, Mir-36, Mir-87, Mir-970",56,87.5,"Mir-1000, Mir-14, Mir-2001, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-375, Mir-927, Mir-929, Mir-932, Mir-965, Mir-971, Mir-989"
Polistesdominula,Endopterygota,41,64.06,"Mir-153, Mir-193, Mir-1993, Mir-242, Mir-3, Mir-36, Mir-87, Mir-970",56,87.5,"Mir-1000, Mir-14, Mir-22, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-375, Mir-927, Mir-929, Mir-932, Mir-965, Mir-971, Mir-989"
Polistesfuscatus,Endopterygota,41,64.06,"Mir-153, Mir-193, Mir-1993, Mir-22, Mir-242, Mir-87, Mir-932, Mir-970",56,87.5,"Mir-1000, Mir-14, Mir-2765, Mir-2796, Mir-3, Mir-3049, Mir-306, Mir-316, Mir-36, Mir-375, Mir-927, Mir-929, Mir-965, Mir-971, Mir-989"
Polleniaamentaria,Diptera,45,67.16,"Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-29, Mir-3049, Mir-36, Mir-71, Mir-750",57,85.07,"Mir-1000, Mir-1175, Mir-2001, Mir-275, Mir-306, Mir-932, Mir-957, Mir-965, Mir-970, Mir-971, Mir-988, Mir-999"
Polleniaamentaria,Diptera,45,67.16,"Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-29, Mir-3049, Mir-36, Mir-71, Mir-750",57,85.07,"Mir-1000, Mir-1175, Mir-2001, Mir-275, Mir-306, Mir-932, Mir-957, Mir-965, Mir-970, Mir-971, Mir-988, Mir-999"
Polleniaangustigena,Diptera,46,68.66,"Mir-153, Mir-1993, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750",59,88.06,"Mir-1175, Mir-2001, Mir-242, Mir-275, Mir-29, Mir-306, Mir-932, Mir-957, Mir-965, Mir-970, Mir-971, Mir-988, Mir-999"
Polleniaangustigena,Diptera,45,67.16,"Mir-153, Mir-1993, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750, Mir-76",58,86.57,"Mir-1175, Mir-2001, Mir-242, Mir-275, Mir-29, Mir-306, Mir-932, Mir-957, Mir-965, Mir-970, Mir-971, Mir-988, Mir-999"
Pollicipespollicipes,Pancrustacea,31,58.49,"Mir-1175, Mir-12, Mir-153, Mir-242, Mir-2765, Mir-277, Mir-29, Mir-315, Mir-316, Mir-36, Mir-750",42,79.25,"Iab-4, Mir-1, Mir-2001, Mir-216, Mir-219, Mir-22, Mir-275, Mir-282, Mir-3, Mir-67, Mir-965"
Polydrususcervinus,Endopterygota,51,79.69,"Mir-153, Mir-1993, Mir-242, Mir-278, Mir-36",59,92.19,"Mir-2001, Mir-219, Mir-275, Mir-3049, Mir-306, Mir-965, Mir-970, Mir-989"
Polydrususcervinus,Endopterygota,50,78.12,"Mir-153, Mir-1993, Mir-242, Mir-278, Mir-315, Mir-36",58,90.62,"Mir-2001, Mir-219, Mir-275, Mir-3049, Mir-306, Mir-965, Mir-970, Mir-989"
Polyommatusicarus,Lepidoptera,49,73.13,"Mir-3049, Mir-315",65,97.01,"Mir-1000, Mir-12, Mir-14, Mir-153, Mir-1993, Mir-219, Mir-22, Mir-242, Mir-275, Mir-2765, Mir-36, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999"
Polyommatusicarus,Lepidoptera,49,73.13,"Mir-3049, Mir-315, Mir-375, Mir-999",63,94.03,"Mir-1000, Mir-12, Mir-14, Mir-153, Mir-219, Mir-22, Mir-242, Mir-275, Mir-2765, Mir-36, Mir-932, Mir-957, Mir-970, Mir-988"
Pomaceacanaliculata,Mollusca,39,75.0,Mir-242,51,98.08,"Mir-190, Mir-1984, Mir-1985, Mir-1986, Mir-1989, Mir-1990, Mir-2001, Mir-210, Mir-2722, Mir-277, Mir-278, Mir-317"
Pomphorhynchuslaevis,Lophotrochozoa,3,6.12,"Let-7, Mir-10, Mir-12, Mir-124, Mir-133, Mir-153, Mir-184, Mir-1990, Mir-1993, Mir-1994, Mir-2001, Mir-219, Mir-242, Mir-278, Mir-281, Mir-31, Mir-315, Mir-34, Mir-36, Mir-375, Mir-67, Mir-71, Mir-750, Mir-76, Mir-8, Mir-92, Mir-96",22,44.9,"Bantam, Mir-1175, Mir-137, Mir-190, Mir-193, Mir-1986, Mir-1989, Mir-1992, Mir-210, Mir-216, Mir-22, Mir-277, Mir-279, Mir-29, Mir-317, Mir-33, Mir-7, Mir-87, Mir-9"
Pongoabelii,Catarrhini,205,83.67,"Mir-1388, Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-4057, Mir-456, Mir-458, Mir-71, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",219,89.39,"Mir-1329, Mir-1379, Mir-2387, Mir-2483, Mir-325, Mir-3617, Mir-384, Mir-4541, Mir-460, Mir-576, Mir-672, Mir-722, Mir-737, Mir-9851"
Portunustrituberculatus,Pancrustacea,38,71.7,"Mir-22, Mir-242, Mir-3, Mir-31, Mir-36, Mir-375",47,88.68,"Iab-4, Mir-12, Mir-1993, Mir-275, Mir-2765, Mir-278, Mir-282, Mir-316, Mir-965"
Priapuluscaudatus,Ecdysozoa,34,75.56,"Mir-124, Mir-193, Mir-31, Mir-76",41,91.11,"Bantam, Mir-2001, Mir-242, Mir-278, Mir-305, Mir-317, Mir-67"
Procambarusclarkii,Pancrustacea,42,79.25,"Mir-242, Mir-31, Mir-36",50,94.34,"Iab-4, Mir-12, Mir-275, Mir-2765, Mir-282, Mir-3, Mir-316, Mir-965"
Protocalliphoraazurea,Diptera,45,67.16,"Mir-153, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750",61,91.04,"Mir-1175, Mir-193, Mir-1993, Mir-2001, Mir-242, Mir-275, Mir-2765, Mir-29, Mir-306, Mir-932, Mir-957, Mir-965, Mir-970, Mir-971, Mir-988, Mir-999"
Protocalliphoraazurea,Diptera,45,67.16,"Mir-153, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750",59,88.06,"Mir-1175, Mir-193, Mir-1993, Mir-2001, Mir-275, Mir-29, Mir-306, Mir-932, Mir-957, Mir-965, Mir-970, Mir-971, Mir-988, Mir-999"
Protodeltotepygarga,Lepidoptera,49,73.13,"Mir-12, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-999",59,88.06,"Mir-1000, Mir-153, Mir-193, Mir-1993, Mir-275, Mir-2765, Mir-932, Mir-957, Mir-970, Mir-988"
Protodeltotepygarga,Lepidoptera,48,71.64,"Mir-12, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-999",59,88.06,"Mir-1000, Mir-153, Mir-193, Mir-1993, Mir-275, Mir-2765, Mir-316, Mir-932, Mir-957, Mir-970, Mir-988"
Psammomysobesus,Muridae,152,64.41,"Mir-1296, Mir-1307, Mir-1379, Mir-1397, Mir-1416, Mir-1788, Mir-1805, Mir-1842, Mir-1912, Mir-197, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-2387, Mir-242, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-374, Mir-4057, Mir-4541, Mir-458, Mir-460, Mir-590, Mir-6529, Mir-7147, Mir-7180, Mir-725, Mir-726, Mir-727, Mir-76, Mir-760, Mir-885, Mir-9851",198,83.9,"Mir-1277, Mir-1301, Mir-1329, Mir-1343, Mir-1388, Mir-1662, Mir-1911, Mir-1955, Mir-1962, Mir-2355, Mir-298, Mir-3072, Mir-3075, Mir-3112, Mir-326, Mir-345, Mir-346, Mir-350, Mir-351, Mir-3613, Mir-383, Mir-432, Mir-448, Mir-452, Mir-456, Mir-489, Mir-504, Mir-505, Mir-511, Mir-540, Mir-541, Mir-574, Mir-628, Mir-667, Mir-671, Mir-672, Mir-674, Mir-676, Mir-700, Mir-71, Mir-722, Mir-737, Mir-769, Mir-872, Mir-877, Mir-879"
Pseudochaenichthysgeorgianus,Clupeocephala,94,82.46,"Mir-1329, Mir-2001, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-729, Mir-737, Mir-875",104,91.23,"Mir-139, Mir-147, Mir-191, Mir-32, Mir-4057, Mir-425, Mir-451, Mir-4541, Mir-71, Mir-76"
Psylliodeschrysocephala,Endopterygota,45,70.31,"Mir-14, Mir-153, Mir-1993, Mir-2001, Mir-242, Mir-278, Mir-306, Mir-36, Mir-87",55,85.94,"Bantam, Mir-22, Mir-275, Mir-2765, Mir-3049, Mir-316, Mir-750, Mir-965, Mir-970, Mir-989"
Pteropusgiganteus,Laurasiatheria,155,71.43,"Mir-1249, Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-1805, Mir-197, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-4057, Mir-456, Mir-460, Mir-675, Mir-71, Mir-7147, Mir-7180, Mir-722, Mir-725, Mir-726, Mir-727, Mir-76",189,87.1,"Mir-1271, Mir-1298, Mir-1329, Mir-134, Mir-1379, Mir-1842, Mir-1911, Mir-1912, Mir-2114, Mir-2387, Mir-2483, Mir-325, Mir-326, Mir-330, Mir-337, Mir-378, Mir-384, Mir-432, Mir-448, Mir-4541, Mir-458, Mir-504, Mir-541, Mir-592, Mir-598, Mir-652, Mir-653, Mir-671, Mir-6715, Mir-672, Mir-676, Mir-737, Mir-877, Mir-885"
Pterostichusmadidus,Endopterygota,41,64.06,"Mir-1175, Mir-193, Mir-1993, Mir-2001, Mir-242, Mir-3049, Mir-306, Mir-315, Mir-36, Mir-750, Mir-971",53,82.81,"Mir-12, Mir-14, Mir-153, Mir-22, Mir-2765, Mir-282, Mir-3, Mir-316, Mir-932, Mir-965, Mir-970, Mir-989"
Pterostichusmadidus,Endopterygota,46,71.88,"Mir-14, Mir-193, Mir-1993, Mir-2001, Mir-242, Mir-3049, Mir-306, Mir-36",56,87.5,"Mir-12, Mir-153, Mir-22, Mir-2765, Mir-3, Mir-316, Mir-932, Mir-965, Mir-970, Mir-989"
Pterostichusmadidus,Endopterygota,46,71.88,"Mir-14, Mir-193, Mir-1993, Mir-2001, Mir-242, Mir-3049, Mir-306, Mir-36",56,87.5,"Mir-12, Mir-153, Mir-22, Mir-2765, Mir-3, Mir-316, Mir-932, Mir-965, Mir-970, Mir-989"
Ptilodoncapucinus,Lepidoptera,45,67.16,"Mir-12, Mir-242, Mir-3049, Mir-36",63,94.03,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-2765, Mir-306, Mir-315, Mir-375, Mir-71, Mir-932, Mir-957, Mir-965, Mir-970, Mir-988, Mir-999"
Ptilodoncapucinus,Lepidoptera,43,64.18,"Mir-12, Mir-242, Mir-277, Mir-3049, Mir-34, Mir-36, Mir-957",60,89.55,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-2765, Mir-306, Mir-315, Mir-375, Mir-71, Mir-932, Mir-965, Mir-970, Mir-988, Mir-999"
Pygocentrusnattereri,Clupeocephala,92,80.7,"Mir-1329, Mir-208, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4057, Mir-71, Mir-729, Mir-76, Mir-875",101,88.6,"Mir-147, Mir-191, Mir-2001, Mir-425, Mir-4541, Mir-7132, Mir-7133, Mir-728, Mir-734"
Pyrgusmalvae,Lepidoptera,46,68.66,"Mir-12, Mir-219, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-999",59,88.06,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-22, Mir-242, Mir-2765, Mir-306, Mir-929, Mir-932, Mir-970, Mir-971, Mir-988"
Pyrgusmalvae,Lepidoptera,46,68.66,"Mir-12, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-375, Mir-957, Mir-999",59,88.06,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-22, Mir-2765, Mir-306, Mir-36, Mir-929, Mir-932, Mir-970, Mir-971, Mir-988"
Pyrgusmalvae,Lepidoptera,46,68.66,"Mir-12, Mir-219, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-999",59,88.06,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-22, Mir-242, Mir-2765, Mir-306, Mir-929, Mir-932, Mir-970, Mir-971, Mir-988"
Pyrochroaserraticornis,Endopterygota,52,81.25,"Mir-153, Mir-1993, Mir-2001, Mir-242, Mir-278, Mir-306, Mir-36",57,89.06,"Mir-22, Mir-3049, Mir-316, Mir-965, Mir-989"
Pyrochroaserraticornis,Endopterygota,49,76.56,"Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-278, Mir-306, Mir-315, Mir-36, Mir-989",55,85.94,"Mir-2001, Mir-22, Mir-3049, Mir-316, Mir-33, Mir-965"
Ranatemporaria,Amphibia,89,79.46,"Mir-252, Mir-315, Mir-599",109,97.32,"Mir-1329, Mir-139, Mir-147, Mir-1662, Mir-187, Mir-2001, Mir-242, Mir-278, Mir-281, Mir-4057, Mir-425, Mir-4541, Mir-456, Mir-458, Mir-71, Mir-722, Mir-727, Mir-737, Mir-76, Mir-875"
