Scientific Name,Accession,analysis_node,filtered_total_count,filtered_microRNA_score,filtered_no_hits,unfiltered_total_count,unfiltered_microRNA_score,filtered_out_families
Eupithecia abbreviata,GCA_943735965.1,Lepidoptera,45,67.16,"Mir-12, Mir-242, Mir-3049, Mir-36, Mir-957",62,92.54,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-2001, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-306, Mir-315, Mir-375, Mir-76, Mir-929, Mir-932, Mir-970, Mir-999"
Gymnosoma rotundatum,GCA_916610175.2,Diptera,43,64.18,"Bantam, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-36, Mir-71, Mir-750",58,86.57,"Mir-1000, Mir-1175, Mir-153, Mir-1993, Mir-2001, Mir-275, Mir-29, Mir-3, Mir-932, Mir-957, Mir-965, Mir-970, Mir-971, Mir-988, Mir-999"
Anas zonorhyncha,GCA_002224875.1,Neognathae,102,79.69,"Mir-1729, Mir-1781, Mir-2001, Mir-208, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-4057, Mir-459, Mir-599, Mir-71, Mir-7147, Mir-722, Mir-725, Mir-727, Mir-76, Mir-875",109,85.16,"Mir-1467, Mir-1720, Mir-2184, Mir-2984, Mir-4541, Mir-726, Mir-737"
Bellardia pandia,GCA_916048285.2,Diptera,44,65.67,"Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750, Mir-971",57,85.07,"Mir-1175, Mir-14, Mir-193, Mir-2001, Mir-275, Mir-29, Mir-306, Mir-932, Mir-957, Mir-965, Mir-970, Mir-988, Mir-999"
Marmota monax,GCA_901343595.1,Glires,174,79.09,"Mir-1307, Mir-1397, Mir-1416, Mir-1662, Mir-1805, Mir-1912, Mir-2001, Mir-2184, Mir-2188, Mir-224, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-4057, Mir-4541, Mir-456, Mir-460, Mir-675, Mir-71, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-873",193,87.73,"Mir-1329, Mir-1788, Mir-1842, Mir-1911, Mir-197, Mir-2114, Mir-2483, Mir-337, Mir-452, Mir-458, Mir-483, Mir-592, Mir-598, Mir-672, Mir-722, Mir-737, Mir-76, Mir-770, Mir-877"
Malurus cyaneus samueli,GCA_009741485.1,Neognathae,100,78.12,"Mir-144, Mir-150, Mir-2001, Mir-208, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-4057, Mir-451, Mir-4541, Mir-459, Mir-71, Mir-7147, Mir-722, Mir-725, Mir-726, Mir-727, Mir-737, Mir-76, Mir-8, Mir-875",105,82.03,"Mir-1467, Mir-1559, Mir-1720, Mir-1805, Mir-2984"
Penaeus chinensis,GCA_019202785.2,Pancrustacea,35,66.04,"Mir-153, Mir-31, Mir-36, Mir-375, Mir-67",48,90.57,"Iab-4, Mir-1993, Mir-216, Mir-22, Mir-242, Mir-275, Mir-2765, Mir-282, Mir-3, Mir-316, Mir-33, Mir-87, Mir-965"
Vanessa cardui,GCA_905220355.1,Lepidoptera,50,74.63,"Mir-12, Mir-242, Mir-3049, Mir-375, Mir-71, Mir-957",61,91.04,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-219, Mir-22, Mir-2765, Mir-315, Mir-36, Mir-929, Mir-999"
Thymallus thymallus,GCA_004348285.1,Clupeocephala,92,80.7,"Mir-1329, Mir-147, Mir-2001, Mir-252, Mir-278, Mir-281, Mir-31, Mir-315, Mir-32, Mir-4057, Mir-76, Mir-875",102,89.47,"Mir-191, Mir-242, Mir-425, Mir-451, Mir-4541, Mir-71, Mir-7133, Mir-7147, Mir-729, Mir-737"
Mastacembelus armatus,GCA_900324485.1,Clupeocephala,98,85.96,"Mir-1329, Mir-2001, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-7147, Mir-729, Mir-76, Mir-875",103,90.35,"Mir-147, Mir-32, Mir-4057, Mir-4541, Mir-71"
Tenthredo notha,GCA_914767705.2,Endopterygota,45,70.31,"Mir-1993, Mir-242, Mir-36, Mir-375, Mir-970",59,92.19,"Mir-1000, Mir-14, Mir-153, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-929, Mir-932, Mir-965, Mir-989"
Owenia fusiformis,GCA_903813345.1,Annelida,41,64.06,"Mir-1987, Mir-1996, Mir-1997, Mir-1998, Mir-2000, Mir-2685, Mir-2686, Mir-2689, Mir-2690, Mir-2691, Mir-2693, Mir-2705, Mir-2707",51,79.69,"Mir-12, Mir-1986, Mir-1989, Mir-1990, Mir-1994, Mir-1995, Mir-2001, Mir-242, Mir-2687, Mir-67"
Agrotis puta,GCA_943136025.1,Lepidoptera,46,68.66,"Mir-12, Mir-219, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-999",60,89.55,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-22, Mir-242, Mir-275, Mir-2765, Mir-932, Mir-957, Mir-965, Mir-970, Mir-988"
Homo sapiens,GCA_018473315.1,Catarrhini,208,84.9,"Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-4057, Mir-4541, Mir-456, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",221,90.2,"Mir-1329, Mir-1379, Mir-1416, Mir-2387, Mir-2483, Mir-384, Mir-458, Mir-460, Mir-672, Mir-71, Mir-7180, Mir-722, Mir-737"
Bombylius discolor,GCA_939192785.1,Diptera,43,64.18,"Let-7, Mir-133, Mir-153, Mir-193, Mir-1993, Mir-2001, Mir-242, Mir-2765, Mir-3049, Mir-36, Mir-375, Mir-71, Mir-750, Mir-929, Mir-971, Mir-989",51,76.12,"Mir-1175, Mir-14, Mir-22, Mir-2796, Mir-316, Mir-932, Mir-957, Mir-999"
Zygaena filipendulae,GCA_907165265.1,Lepidoptera,43,64.18,"Iab-4, Mir-14, Mir-153, Mir-1993, Mir-242, Mir-3049, Mir-315",60,89.55,"Mir-1000, Mir-12, Mir-193, Mir-219, Mir-22, Mir-2765, Mir-2796, Mir-3, Mir-306, Mir-36, Mir-71, Mir-932, Mir-957, Mir-965, Mir-970, Mir-988, Mir-999"
Xanthogramma pedissequum,GCA_910595825.1,Diptera,50,74.63,"Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-87",59,88.06,"Let-7, Mir-153, Mir-275, Mir-306, Mir-750, Mir-932, Mir-957, Mir-971, Mir-999"
Salvelinus namaycush,GCA_016432855.1,Clupeocephala,95,83.33,"Mir-1329, Mir-2001, Mir-252, Mir-281, Mir-31, Mir-315, Mir-32, Mir-4057, Mir-76",105,92.11,"Mir-147, Mir-191, Mir-242, Mir-278, Mir-425, Mir-4541, Mir-71, Mir-7133, Mir-729, Mir-875"
Anopheles darlingi,GCA_943734745.1,Diptera,45,67.16,"Mir-153, Mir-22, Mir-242, Mir-3049, Mir-36, Mir-750",61,91.04,"Bantam, Mir-14, Mir-2001, Mir-216, Mir-2765, Mir-2796, Mir-306, Mir-316, Mir-76, Mir-932, Mir-957, Mir-965, Mir-970, Mir-971, Mir-989, Mir-999"
Luperina testacea,GCA_927399505.1,Lepidoptera,46,68.66,"Mir-12, Mir-242, Mir-3049, Mir-315, Mir-375",62,92.54,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-306, Mir-36, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999"
Procambarus clarkii,GCA_020424385.2,Pancrustacea,42,79.25,"Mir-242, Mir-31, Mir-36",50,94.34,"Iab-4, Mir-12, Mir-275, Mir-2765, Mir-282, Mir-3, Mir-316, Mir-965"
Melanostoma mellinum,GCA_914767615.2,Diptera,49,73.13,"Mir-1175, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-750, Mir-929",59,88.06,"Mir-153, Mir-2001, Mir-275, Mir-71, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999"
Zygaena filipendulae,GCA_907165275.1,Lepidoptera,44,65.67,"Mir-153, Mir-1993, Mir-219, Mir-242, Mir-3049, Mir-315",61,91.04,"Mir-1000, Mir-12, Mir-14, Mir-193, Mir-22, Mir-2765, Mir-2796, Mir-3, Mir-306, Mir-36, Mir-929, Mir-932, Mir-957, Mir-965, Mir-970, Mir-988, Mir-999"
Epicampocera succincta,GCA_932526305.1,Diptera,42,62.69,"Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750",58,86.57,"Mir-1175, Mir-193, Mir-2001, Mir-275, Mir-29, Mir-3, Mir-306, Mir-316, Mir-87, Mir-932, Mir-957, Mir-965, Mir-970, Mir-971, Mir-988, Mir-999"
Heterocephalus glaber,GCA_944319725.1,Glires,168,76.36,"Mir-105, Mir-1307, Mir-1329, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-2001, Mir-2188, Mir-242, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-4057, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-628, Mir-71, Mir-725, Mir-726, Mir-727, Mir-737, Mir-76",192,87.27,"Mir-1271, Mir-1277, Mir-1379, Mir-1416, Mir-147, Mir-1911, Mir-1912, Mir-2114, Mir-2184, Mir-2387, Mir-489, Mir-504, Mir-511, Mir-541, Mir-590, Mir-598, Mir-6529, Mir-672, Mir-675, Mir-7147, Mir-7180, Mir-722, Mir-770, Mir-877"
Omphaloscelis lunosa,GCA_916610225.1,Lepidoptera,46,68.66,"Mir-12, Mir-3049, Mir-315",64,95.52,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-242, Mir-275, Mir-2765, Mir-278, Mir-306, Mir-71, Mir-932, Mir-957, Mir-965, Mir-970, Mir-988, Mir-999"
Amphiprion ocellaris,GCA_022539595.1,Clupeocephala,97,85.09,"Mir-1329, Mir-2001, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4541, Mir-76, Mir-875",103,90.35,"Mir-147, Mir-202, Mir-4057, Mir-425, Mir-71, Mir-729"
Rhagoletis pomonella,GCA_013731165.1,Diptera,43,64.18,"Mir-1175, Mir-133, Mir-153, Mir-1993, Mir-2001, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750",55,82.09,"Mir-124, Mir-193, Mir-22, Mir-306, Mir-316, Mir-33, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999"
Euclidia mi,GCA_944739405.1,Lepidoptera,49,73.13,"Mir-242, Mir-3049, Mir-315, Mir-36, Mir-999",62,92.54,"Mir-1000, Mir-12, Mir-14, Mir-153, Mir-193, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-932, Mir-957, Mir-970, Mir-988"
Homo sapiens,GCA_018506965.1,Catarrhini,208,84.9,"Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-4057, Mir-4541, Mir-456, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",221,90.2,"Mir-1329, Mir-1379, Mir-1416, Mir-2387, Mir-2483, Mir-384, Mir-458, Mir-460, Mir-672, Mir-71, Mir-7180, Mir-722, Mir-737"
Sarcophaga rosellei,GCA_930367195.1,Diptera,43,64.18,"Mir-153, Mir-1993, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750, Mir-971",58,86.57,"Mir-1175, Mir-14, Mir-2001, Mir-242, Mir-275, Mir-29, Mir-3, Mir-306, Mir-76, Mir-87, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999"
Jaculus jaculus,GCA_020740685.1,Glires,158,71.82,"Mir-1296, Mir-1307, Mir-1329, Mir-1343, Mir-1379, Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-197, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-2387, Mir-242, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-4057, Mir-458, Mir-460, Mir-590, Mir-598, Mir-6529, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76, Mir-760, Mir-885",183,83.18,"Mir-1251, Mir-1271, Mir-1416, Mir-147, Mir-1911, Mir-224, Mir-2355, Mir-296, Mir-3085, Mir-335, Mir-350, Mir-4541, Mir-456, Mir-489, Mir-491, Mir-511, Mir-628, Mir-6715, Mir-675, Mir-71, Mir-7180, Mir-722, Mir-737, Mir-770, Mir-877"
Acleris sparsana,GCA_923062465.1,Lepidoptera,49,73.13,"Mir-12, Mir-1993, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-957, Mir-999",59,88.06,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-219, Mir-22, Mir-2765, Mir-2796, Mir-932, Mir-970"
Bombylius major,GCA_932526495.1,Diptera,48,71.64,"Mir-1993, Mir-242, Mir-2765, Mir-3049, Mir-375, Mir-71, Mir-750",60,89.55,"Mir-1175, Mir-14, Mir-153, Mir-193, Mir-22, Mir-2796, Mir-316, Mir-36, Mir-932, Mir-957, Mir-971, Mir-999"
Polydrusus cervinus,GCA_935413205.1,Endopterygota,51,79.69,"Mir-153, Mir-1993, Mir-242, Mir-278, Mir-36",59,92.19,"Mir-2001, Mir-219, Mir-275, Mir-3049, Mir-306, Mir-965, Mir-970, Mir-989"
Homo sapiens,GCA_018467165.1,Catarrhini,207,84.49,"Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-4057, Mir-4541, Mir-456, Mir-460, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",220,89.8,"Mir-1329, Mir-1379, Mir-1416, Mir-2387, Mir-2483, Mir-384, Mir-458, Mir-590, Mir-672, Mir-71, Mir-7180, Mir-722, Mir-737"
Gouania willdenowi,GCA_900634775.1,Clupeocephala,91,79.82,"Mir-1329, Mir-191, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4057, Mir-425, Mir-729, Mir-76, Mir-875",101,88.6,"Mir-147, Mir-187, Mir-2001, Mir-4541, Mir-456, Mir-458, Mir-551, Mir-71, Mir-7133, Mir-737"
Amphipyra tragopoginis,GCA_905220425.1,Lepidoptera,48,71.64,"Mir-219, Mir-242, Mir-3049, Mir-315, Mir-999",62,92.54,"Mir-1000, Mir-12, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-22, Mir-275, Mir-2765, Mir-306, Mir-932, Mir-957, Mir-970, Mir-988"
Aplocera efformata,GCA_921293035.1,Lepidoptera,38,56.72,"Mir-12, Mir-124, Mir-242, Mir-3049, Mir-315, Mir-957, Mir-971",60,89.55,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-3, Mir-306, Mir-36, Mir-375, Mir-71, Mir-8, Mir-87, Mir-92, Mir-929, Mir-932, Mir-970, Mir-988, Mir-999"
Nymphalis polychloros,GCA_905220585.2,Lepidoptera,49,73.13,"Mir-12, Mir-153, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-999",58,86.57,"Mir-1000, Mir-14, Mir-1993, Mir-219, Mir-22, Mir-2765, Mir-71, Mir-929, Mir-988"
Hyles euphorbiae,GCA_023078785.1,Lepidoptera,47,70.15,"Mir-12, Mir-1993, Mir-219, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-988, Mir-999",57,85.07,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-22, Mir-242, Mir-2765, Mir-932, Mir-965, Mir-970"
Acleris emargana,GCA_927399445.1,Lepidoptera,46,68.66,"Mir-12, Mir-1993, Mir-242, Mir-3049, Mir-315, Mir-999",61,91.04,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-219, Mir-22, Mir-2765, Mir-2796, Mir-36, Mir-71, Mir-87, Mir-932, Mir-957, Mir-970, Mir-988"
Pantherophis guttatus,GCA_001185365.2,Lepidosauria,92,77.97,"Mir-1416, Mir-2001, Mir-208, Mir-242, Mir-252, Mir-281, Mir-315, Mir-4541, Mir-459, Mir-71, Mir-725, Mir-726, Mir-7463, Mir-76",104,88.14,"Mir-139, Mir-1662, Mir-1677, Mir-187, Mir-2184, Mir-278, Mir-4057, Mir-460, Mir-489, Mir-7147, Mir-722, Mir-727"
Catocala fraxini,GCA_930367265.1,Lepidoptera,49,73.13,"Mir-12, Mir-242, Mir-3049, Mir-375",63,94.03,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-2765, Mir-36, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999"
Aporia crataegi,GCA_912999795.1,Lepidoptera,46,68.66,"Mir-12, Mir-153, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-999",57,85.07,"Mir-1000, Mir-14, Mir-1993, Mir-22, Mir-2765, Mir-306, Mir-92, Mir-929, Mir-932, Mir-970, Mir-988"
Bombus vancouverensis nearcticus,GCA_011952275.1,Endopterygota,46,71.88,"Mir-153, Mir-1993, Mir-242, Mir-36, Mir-970, Mir-989",58,90.62,"Mir-1000, Mir-14, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-929, Mir-932, Mir-965"
Macaria notata,GCA_927399385.1,Lepidoptera,44,65.67,"Bantam, Mir-12, Mir-1993, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-957, Mir-999",57,85.07,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-22, Mir-275, Mir-2765, Mir-306, Mir-76, Mir-92, Mir-929, Mir-932, Mir-970"
Xestia xanthographa,GCA_913789905.1,Lepidoptera,46,68.66,"Mir-12, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375",61,91.04,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-306, Mir-71, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999"
Nomada fabriciana,GCA_907165305.1,Endopterygota,46,71.88,"Mir-153, Mir-1993, Mir-22, Mir-242, Mir-36, Mir-929, Mir-970",57,89.06,"Mir-1000, Mir-14, Mir-2001, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-932, Mir-965, Mir-989"
Erynnis tages,GCA_905147235.1,Lepidoptera,46,68.66,"Mir-12, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-957",60,89.55,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-22, Mir-2765, Mir-306, Mir-375, Mir-932, Mir-970, Mir-971, Mir-988, Mir-999"
Eudyptes robustus,GCA_010085315.1,Neognathae,109,85.16,"Mir-150, Mir-2001, Mir-208, Mir-2184, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-4057, Mir-4541, Mir-71, Mir-7147, Mir-722, Mir-725, Mir-76",112,87.5,"Mir-1467, Mir-2131, Mir-727"
Buteo japonicus,GCA_010312235.1,Neognathae,100,78.12,"Mir-139, Mir-150, Mir-191, Mir-2001, Mir-203, Mir-208, Mir-2184, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-4057, Mir-425, Mir-4541, Mir-71, Mir-7147, Mir-722, Mir-725, Mir-726, Mir-76",106,82.81,"Mir-1467, Mir-1641, Mir-1720, Mir-1781, Mir-2984, Mir-727"
Mellicta athalia,GCA_905220545.2,Lepidoptera,51,76.12,"Mir-12, Mir-1993, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957",59,88.06,"Mir-1000, Mir-14, Mir-153, Mir-219, Mir-22, Mir-2765, Mir-970, Mir-999"
Bombus skorikovi,GCA_014737355.1,Endopterygota,46,71.88,"Mir-153, Mir-1993, Mir-242, Mir-36, Mir-970, Mir-989",58,90.62,"Mir-1000, Mir-14, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-929, Mir-932, Mir-965"
Vicugna vicugna mensalis,GCA_013265495.1,Laurasiatheria,177,81.57,"Mir-1379, Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-337, Mir-4057, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-675, Mir-71, Mir-7147, Mir-727, Mir-76",192,88.48,"Mir-1251, Mir-1805, Mir-197, Mir-2114, Mir-2355, Mir-350, Mir-541, Mir-672, Mir-676, Mir-722, Mir-725, Mir-726, Mir-737, Mir-760, Mir-877"
Pogonomyrmex barbatus,GCA_000187915.1,Endopterygota,40,62.5,"Mir-153, Mir-22, Mir-242, Mir-3049, Mir-36, Mir-8, Mir-970, Mir-971",56,87.5,"Mir-1000, Mir-1175, Mir-14, Mir-1993, Mir-2001, Mir-2765, Mir-2796, Mir-29, Mir-3, Mir-306, Mir-316, Mir-375, Mir-929, Mir-932, Mir-965, Mir-989"
Agonopterix subpropinquella,GCA_922987775.1,Lepidoptera,47,70.15,"Mir-12, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-999",61,91.04,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-2765, Mir-306, Mir-92, Mir-932, Mir-957, Mir-970, Mir-971"
Maniola hyperantus,GCA_902806685.2,Lepidoptera,47,70.15,"Mir-12, Mir-153, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957",58,86.57,"Mir-1000, Mir-14, Mir-1993, Mir-2001, Mir-22, Mir-2765, Mir-932, Mir-965, Mir-970, Mir-988, Mir-999"
Homo sapiens,GCA_018471545.1,Catarrhini,207,84.49,"Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-4057, Mir-4541, Mir-456, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",221,90.2,"Mir-1329, Mir-1379, Mir-1416, Mir-2387, Mir-2483, Mir-339, Mir-384, Mir-458, Mir-460, Mir-672, Mir-71, Mir-7180, Mir-722, Mir-737"
Dermacentor silvarum,GCA_013339745.1,Chelicerata,46,90.2,"Mir-193, Mir-1993, Mir-216, Mir-242",47,92.16,Mir-5735
Homo sapiens,GCA_018504075.1,Catarrhini,207,84.49,"Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2184, Mir-2188, Mir-223, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-4057, Mir-4541, Mir-456, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",220,89.8,"Mir-1329, Mir-1379, Mir-1416, Mir-2387, Mir-2483, Mir-384, Mir-458, Mir-460, Mir-672, Mir-71, Mir-7180, Mir-722, Mir-737"
Bombus picipes,GCA_014737485.1,Endopterygota,46,71.88,"Mir-153, Mir-1993, Mir-242, Mir-36, Mir-970",59,92.19,"Mir-1000, Mir-14, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-929, Mir-932, Mir-965, Mir-989"
Andrena haemorrhoa,GCA_910592125.1,Endopterygota,42,65.62,"Mir-1175, Mir-124, Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-306, Mir-36, Mir-750, Mir-8, Mir-970",53,82.81,"Mir-1000, Mir-14, Mir-2001, Mir-22, Mir-2796, Mir-3049, Mir-316, Mir-929, Mir-932, Mir-965, Mir-989"
Nebria brevicollis,GCA_944739395.1,Endopterygota,47,73.44,"Mir-1993, Mir-242, Mir-3049, Mir-306, Mir-36",59,92.19,"Mir-14, Mir-153, Mir-193, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-316, Mir-932, Mir-965, Mir-970, Mir-989"
Pyrgus malvae,GCA_911387725.2,Lepidoptera,46,68.66,"Mir-12, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-375, Mir-957, Mir-999",59,88.06,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-22, Mir-2765, Mir-306, Mir-36, Mir-929, Mir-932, Mir-970, Mir-971, Mir-988"
Diabrotica balteata,GCA_918026665.1,Endopterygota,45,70.31,"Mir-1993, Mir-242, Mir-278, Mir-306, Mir-31, Mir-36",58,90.62,"Mir-12, Mir-14, Mir-153, Mir-2001, Mir-22, Mir-275, Mir-3, Mir-3049, Mir-316, Mir-750, Mir-965, Mir-970, Mir-989"
Caradrina clavipalpis,GCA_932526345.1,Lepidoptera,44,65.67,"Mir-12, Mir-242, Mir-3049, Mir-315, Mir-375, Mir-999",61,91.04,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-2001, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-306, Mir-36, Mir-929, Mir-932, Mir-957, Mir-970, Mir-988"
Arvicola amphibius,GCA_903992535.1,Glires,150,68.18,"Mir-1296, Mir-1307, Mir-1379, Mir-1388, Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-2387, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-3613, Mir-4057, Mir-4541, Mir-458, Mir-459, Mir-460, Mir-599, Mir-6529, Mir-71, Mir-7147, Mir-7180, Mir-726, Mir-727, Mir-737, Mir-76, Mir-885, Mir-9851",182,82.73,"Mir-1271, Mir-1277, Mir-1298, Mir-1329, Mir-1343, Mir-145, Mir-186, Mir-1911, Mir-197, Mir-2355, Mir-242, Mir-339, Mir-345, Mir-346, Mir-384, Mir-423, Mir-432, Mir-456, Mir-486, Mir-489, Mir-541, Mir-542, Mir-574, Mir-628, Mir-672, Mir-676, Mir-722, Mir-725, Mir-769, Mir-770, Mir-876, Mir-877"
Agrilus planipennis,GCA_000699045.2,Endopterygota,50,78.12,"Mir-153, Mir-2001, Mir-22, Mir-242, Mir-278, Mir-3049, Mir-306",57,89.06,"Mir-1993, Mir-275, Mir-316, Mir-36, Mir-965, Mir-970, Mir-989"
Limnephilus rhombicus,GCA_929108145.2,Endopterygota,46,71.88,"Mir-12, Mir-242, Mir-3049, Mir-36",60,93.75,"Mir-14, Mir-153, Mir-275, Mir-2765, Mir-29, Mir-3, Mir-306, Mir-315, Mir-316, Mir-71, Mir-932, Mir-970, Mir-971, Mir-989"
Nebria salina,GCA_944039265.1,Endopterygota,47,73.44,"Mir-153, Mir-1993, Mir-3049, Mir-306, Mir-36",59,92.19,"Mir-14, Mir-193, Mir-2001, Mir-22, Mir-242, Mir-2765, Mir-2796, Mir-316, Mir-932, Mir-965, Mir-970, Mir-989"
Anopheles atroparvus,GCA_914969975.1,Diptera,43,64.18,"Mir-153, Mir-1993, Mir-2001, Mir-242, Mir-3049, Mir-36, Mir-750",60,89.55,"Bantam, Mir-14, Mir-216, Mir-22, Mir-2765, Mir-2796, Mir-306, Mir-316, Mir-317, Mir-87, Mir-932, Mir-957, Mir-965, Mir-970, Mir-971, Mir-989, Mir-999"
